"occurrence_no","record_type","reid_no","flags","collection_no","accepted_name","accepted_rank","accepted_no","early_interval","late_interval","max_ma","min_ma","reference_no"
"1126116","occ","","","96780","Kentriodontidae","family","42938","Tortonian","","11.62","7.246","46366"
"1127353","occ","28553","","121992","Kentriodontidae","family","42938","Tortonian","","11.62","7.246","38808"
"1127394","occ","","","47427","Physeteroidea","superfamily","53105","Burdigalian","","20.44","15.97","46388"
"1127395","occ","","","47427","Squalodontidae","family","42939","Burdigalian","","20.44","15.97","46388"
"1127396","occ","","","47427","Odontoceti","suborder","42937","Burdigalian","","20.44","15.97","46388"
"1127397","occ","","","47427","Delphinoidea","superfamily","53268","Burdigalian","","20.44","15.97","46388"
"1127398","occ","","","47427","Odontoceti","suborder","42937","Burdigalian","","20.44","15.97","46388"
"1127399","occ","","","47427","Iniidae","family","93947","Burdigalian","","20.44","15.97","46388"
"1127400","occ","","","47427","Cetacea","order","36652","Burdigalian","","20.44","15.97","46388"
"1129599","occ","","","143370","Vampalus sayasanicus","species","265921","Middle Miocene","Late Miocene","15.97","5.333","46451"
"1135281","occ","","","45486","Brachydelphis jahuayensis","species","267870","Tortonian","","11.62","7.246","46791"
"1135282","occ","","","45485","Brachydelphis jahuayensis","species","267870","Tortonian","","11.62","7.246","46791"
"1135283","occ","","","13079","Scaphokogia","genus","62928","Messinian","","7.246","5.333","46791"
"1145945","occ","","","53666","Basilosauridae","family","42936","Lutetian","Bartonian","47.8","38","47181"
"1148329","occ","","","146404","Iniidae","family","93947","Middle Miocene","","15.97","11.608","47311"
"1148371","occ","","","146424","Ischyrorhynchus","genus","42945","Late Miocene","","11.608","5.333","47311"
"1150444","occ","","","146855","Notoziphius bruneti","species","272629","Tortonian","","11.62","7.246","47424"
"1154751","occ","","","54181","Ziphiidae","family","42951","Calabrian","","1.806","0.781","47553"
"1156862","occ","","","148396","Schizodelphis sulcatus","species","63687","Langhian","","15.97","13.82","47649"
"1156863","occ","","","148396","Nannolithax gracilis","species","63844","Langhian","","15.97","13.82","15322"
"1156892","occ","","","148401","Schizodelphis sulcatus","species","63687","Langhian","","15.97","13.82","47649"
"1156899","occ","","","148401","Hadrodelphis poseidon","species","68943","Langhian","","15.97","13.82","47649"
"1156900","occ","","","142149","Hadrodelphis poseidon","species","68943","Langhian","Tortonian","15.97","7.246","15322"
"1156901","occ","","","148402","Squalodon","genus","36852","Miocene","","23.03","5.333","15322"
"1156902","occ","","","148401","Odontoceti","suborder","42937","Langhian","","15.97","13.82","15322"
"1156903","occ","","","148396","Orycterocetus crocodilinus","species","68215","Langhian","","15.97","13.82","12861"
"1156904","occ","","","148401","Orycterocetus","genus","36788","Langhian","","15.97","13.82","15322"
"1156905","occ","","","148403","Orycterocetus crocodilinus","species","68215","Miocene","","23.03","5.333","15322"
"1156906","occ","","","148404","Orycterocetus crocodilinus","species","68215","Miocene","","23.03","5.333","15322"
"1156907","occ","","","148405","Orycterocetus crocodilinus","species","68215","Miocene","","23.03","5.333","15322"
"1156908","occ","","","148396","Eurhinodelphis","genus","36717","Langhian","","15.97","13.82","15322"
"1156909","occ","","","142149","Schizodelphis sulcatus","species","63687","Langhian","Tortonian","15.97","7.246","15322"
"1163683","occ","","","149603","Cetacea","order","36652","Pleistocene","","2.588","0.0117","47931"
"1163684","occ","","","149603","Odontoceti","suborder","42937","Pleistocene","","2.588","0.0117","47931"
"1163685","occ","","","149603","Mysticeti","suborder","42971","Pleistocene","","2.588","0.0117","47931"
"1164388","occ","","","149814","Africanacetus","genus","113824","Neogene","","23.03","2.588","47988"
"1164441","occ","","","28981","Maiacetus inuus","species","140884","Lutetian","","47.8","41.3","29131"
"1166084","occ","","","150038","Scaldicetus","genus","36900","Messinian","","7.246","5.333","48045"
"1166095","occ","","","150039","Scaldicetus","genus","36900","Tortonian","","11.62","7.246","48045"
"1173126","occ","","","105557","Haborophocoena toyoshimai","species","68162","Zanclean","","5.333","3.6","48161"
"1179093","occ","","","53679","Aporotus recurvirostris","species","64615","Langhian","Serravallian","15.97","11.62","15538"
"1181610","occ","","","152254","Physeteroidea","superfamily","53105","Tortonian","","11.62","7.246","48951"
"1181611","occ","","","152255","Odontoceti","suborder","42937","Serravallian","Tortonian","13.82","7.246","48951"
"1182820","occ","","","45494","Delphinidae","family","42953","Zanclean","","5.333","3.6","49080"
"1182821","occ","","","45494","Balaenidae","family","42978","Zanclean","","5.333","3.6","49080"
"1182822","occ","","","45494","Mysticeti","suborder","42971","Zanclean","","5.333","3.6","49080"
"1185322","occ","","","60263","Cetotherium","genus","36692","Serravallian","","13.82","11.62","49294"
"1185768","occ","","","153047","Squalodon antverpiensis","species","63420","Miocene","","23.03","5.333","18780"
"1190508","occ","","","134300","Protocetidae","family","42934","Bartonian","","41.3","38","43076"
"1190565","occ","","","117470","Eubalaena","genus","36715","Pliocene","","5.333","2.588","49737"
"1190566","occ","","","117472","Eubalaena","genus","36715","Piacenzian","","3.6","2.588","49737"
"1190567","occ","","","117472","Balaenoptera bertae","species","287250","Piacenzian","","3.6","2.588","49737"
"1190619","occ","","","153704","Balaenoptera bertae","species","287250","Messinian","","7.246","5.333","49737"
"1190620","occ","","","153705","Balaenoptera bertae","species","287250","Messinian","","7.246","5.333","49737"
"1190621","occ","","","117471","Balaenoptera","genus","36678","Zanclean","","5.333","3.6","49737"
"1190622","occ","","","117470","Balaenoptera","genus","36678","Pliocene","","5.333","2.588","49737"
"1190623","occ","","","117470","Herpetocetus bramblei","species","114675","Pliocene","","5.333","2.588","49737"
"1190624","occ","","","117471","Herpetocetus","genus","36725","Zanclean","","5.333","3.6","49737"
"1190625","occ","","","117470","Odontoceti","suborder","42937","Pliocene","","5.333","2.588","49737"
"1190627","occ","","","117470","Parapontoporia sternbergi","species","67003","Pliocene","","5.333","2.588","49737"
"1190628","occ","","","117471","Delphinidae","family","42953","Zanclean","","5.333","3.6","49737"
"1190630","occ","","","117471","Globicephalinae","subfamily","102698","Zanclean","","5.333","3.6","49737"
"1190631","occ","","","117471","Phocoenidae","family","102804","Zanclean","","5.333","3.6","49737"
"1190632","occ","","","117470","Phocoenidae","family","102804","Pliocene","","5.333","2.588","49737"
"1190633","occ","","","117472","Phocoenidae","family","102804","Piacenzian","","3.6","2.588","49737"
"1190634","occ","","","117471","Phocoena","genus","36803","Zanclean","","5.333","3.6","49737"
"1190635","occ","","","117471","Physeteroidea","superfamily","53105","Zanclean","","5.333","3.6","49737"
"1190636","occ","","","153706","Papahu taitapu","species","287293","Otaian","","21.7","19","49776"
"1190637","occ","","","55542","Balaenoptera acutorostrata","species","68469","Piacenzian","","3.6","2.588","49778"
"1190638","occ","","","55542","Mysticeti","suborder","42971","Piacenzian","","3.6","2.588","49778"
"1190639","occ","","","84944","Megaptera","genus","36760","Piacenzian","","3.6","2.588","49778"
"1190640","occ","","","84944","Balaenoptera acutorostrata","species","68469","Piacenzian","","3.6","2.588","49778"
"1190641","occ","","","153707","Balaena","genus","36676","Piacenzian","","3.6","2.588","49778"
"1190642","occ","","","71093","Balaenoptera","genus","36678","Zanclean","","5.333","3.6","49778"
"1190644","occ","","","149603","Balaenula","genus","36680","Pleistocene","","2.588","0.0117","49778"
"1190645","occ","","","153708","Cetotherium capellinii","species","68443","Piacenzian","","3.6","2.588","49778"
"1190646","occ","","","153708","Balaenoptera acutorostrata","species","68469","Piacenzian","","3.6","2.588","49778"
"1190647","occ","","","153709","Balaenoptera","genus","36678","Piacenzian","","3.6","2.588","49778"
"1190648","occ","","","153710","Balaenoptera acutorostrata","species","68469","Piacenzian","","3.6","2.588","49778"
"1190649","occ","","","153711","Balaenoptera acutorostrata","species","68469","Piacenzian","","3.6","2.588","49778"
"1190803","occ","","","153755","Masracetus markgrafi","species","118889","Priabonian","","38","33.9","49811"
"1190911","occ","","","153810","Balaenopteridae","family","42977","Zanclean","","5.333","3.6","49837"
"1190953","occ","","","32991","Togocetus traversei","species","287438","Lutetian","","47.8","41.3","49848"
"1190961","occ","29897","","73686","Eschrichtius","genus","36714","Late Pleistocene","","0.126","0.0117","50861"
"1190962","occ","","","73686","Balaenidae","family","42978","Late Pleistocene","","0.126","0.0117","49854"
"1190966","occ","","","76869","Mysticeti","suborder","42971","Pleistocene","","2.588","0.0117","49844"
"1190967","occ","","","153825","Mysticeti","suborder","42971","Pleistocene","","2.588","0.0117","49844"
"1190968","occ","","","153826","Balaenopteridae","family","42977","Pleistocene","","2.588","0.0117","49844"
"1190969","occ","","","153827","Delphinidae","family","42953","Piacenzian","","3.6","2.588","49844"
"1190970","occ","","","153827","Delphinidae","family","42953","Piacenzian","","3.6","2.588","49844"
"1190971","occ","","","153828","Mysticeti","suborder","42971","Zanclean","","5.333","3.6","49844"
"1190972","occ","","","153829","Balaenopteridae","family","42977","Zanclean","","5.333","3.6","49844"
"1190973","occ","","","153830","Mysticeti","suborder","42971","Messinian","","7.246","5.333","49844"
"1190975","occ","","","153831","Pseudorca","genus","36837","Piacenzian","","3.6","2.588","49904"
"1191380","occ","","","153826","Delphinidae","family","42953","Pleistocene","","2.588","0.0117","49894"
"1191509","occ","","","73686","Megaptera novaeangliae","species","64491","Late Pleistocene","","0.126","0.0117","49904"
"1191510","occ","","","73686","Balaenopteridae","family","42977","Late Pleistocene","","0.126","0.0117","49904"
"1192719","occ","","","154153","Herpetocetus morrowi","species","288162","Piacenzian","","3.6","2.588","49971"
"1192720","occ","","","154154","Herpetocetus morrowi","species","288162","Piacenzian","","3.6","2.588","49971"
"1192721","occ","","","55701","Herpetocetus morrowi","species","288162","Piacenzian","","3.6","2.588","49971"
"1192722","occ","","","154155","Herpetocetus morrowi","species","288162","Piacenzian","","3.6","2.588","49971"
"1192723","occ","","","154156","Herpetocetus morrowi","species","288162","Piacenzian","","3.6","2.588","49971"
"1192724","occ","","","154157","Herpetocetus morrowi","species","288162","Piacenzian","","3.6","2.588","49971"
"1193304","occ","","","154223","Eschrichtius robustus","species","64488","Late Pleistocene","","0.126","0.0117","12589"
"1193329","occ","","","86524","Eschrichtius robustus","species","64488","Holocene","","0.0117","0","29063"
"1193379","occ","","","154229","Tursiops truncatus","species","102834","Holocene","","0.0117","0","50061"
"1194166","occ","","","154316","Inia araguaiaensis","species","288791","Holocene","","0.0117","0","50156"
"1195555","occ","","","154642","Balaenopteridae","family","42977","Tortonian","Messinian","11.62","5.333","50270"
"1195558","occ","","","154642","Delphinoidea","superfamily","53268","Tortonian","Messinian","11.62","5.333","50270"
"1195559","occ","","","154642","Physeteroidea","superfamily","53105","Tortonian","Messinian","11.62","5.333","50270"
"1195560","occ","","","154642","Odobenocetops","genus","62922","Tortonian","Messinian","11.62","5.333","50270"
"1196027","occ","","","154720","Pontoporiidae","family","42965","Zanclean","","5.333","3.6","2613"
"1196028","occ","","","154720","Goniodelphis hudsoni","species","62925","Zanclean","","5.333","3.6","2613"
"1196029","occ","","","154720","Mesoplodon","genus","36763","Zanclean","","5.333","3.6","2613"
"1196030","occ","","","154720","Ninoziphius platyrostris","species","62912","Zanclean","","5.333","3.6","2613"
"1196031","occ","","","154720","Mysticeti","suborder","42971","Zanclean","","5.333","3.6","2613"
"1196171","occ","","","152864","Brandtocetus chongulek","species","289550","Sarmatian","","12.7","11.608","50318"
"1196172","occ","","","152869","Brandtocetus chongulek","species","289550","Sarmatian","","12.7","11.608","50318"
"1196175","occ","","","57734","Chaeomysticeti","infraorder","53254","Sarmatian","","12.7","11.608","11981"
"1196176","occ","","","152907","Cetotherium rathkii","species","64469","Tortonian","","11.62","7.246","50318"
"1197681","occ","","","154905","Cotylocara macei","species","289998","Chattian","","28.1","23.03","50416"
"1197686","occ","","","55600","Iniidae","family","93947","Huayquerian","","9","6.8","50417"
"1197689","occ","","","154906","Semirostrum ceruttii","species","290000","Piacenzian","","3.6","2.588","50418"
"1197690","occ","","","154907","Semirostrum ceruttii","species","290000","Piacenzian","","3.6","2.588","50418"
